"","cell_id","ACACA","ADAMTS19","ADCY2","AFF2","AGAP1","AGBL4","AKAP6","AKT3","ANK2","ANKS1B","ARHGAP10","ARHGAP24","ARHGAP6","ASTN2","ATAD2B","ATP8A2","AUTS2","BBS9","BCAS3","BMPR1B","BTBD9","CACNA2D3","CACNB2","CADPS2","CD226","CDC42SE2","CDH12","CDH13","CDH4","CDK14","CDKAL1","CEP128","CEP85L","CHSY3","CNTLN","CNTN3","CNTN4","CNTN5","COG5","COL4A5","COL4A6","COMMD10","CSMD3","CTNNA2","CTNND2","DAB1","DACH2","DCC","DGKB","DGKI","DIAPH2","DIP2C","DLG2","DLGAP1","DNER","DOCK1","DOCK4","DOK6","DPP10","DPYD","EDA","EDIL3","EHBP1","ELMO1","ELP4","EPHA6","ERBB4","ERC2","EXOC4","FARS2","FAT3","FBXL17","FBXL7","FER","FGF12","FGF13","FGGY","FHIT","FHOD3","FOXP1","FRMD3","FTO","GABRG3","GALNT13","GMDS","GPATCH2","GPC5","GPC6","GPHN","GRID1","GRID2","GRIK2","GRM5","GRM7","GRM8","HBP1","HDAC9","HHAT","HS6ST3","IDNK","IL1RAPL1","IMMP1L","IMMP2L","INPP4B","IPO11","ITFG1","KAZN","KCNH1","KCNH8","KHDRBS2","KIAA1328","KIRREL3","KLHL29","LAMA2","LINGO2","LPP","LRBA","LRP1B","LSAMP","LUZP2","LYPD1","LYRM4","MACROD2","MAD1L1","MAGI1","MAGI2","MAP7D2","MARCHF1","MBD5","MCM9","MCTP1","MDGA2","MDH1","MECOM","MGAT4C","MGMT","MID1","MLF1","MSRA","NAALADL2","NAV3","NBAS","NBEA","NCAM2","NCKAP5","NEGR1","NEK11","NELL1","NKAIN2","NKAIN3","NLGN1","NR3C2","NRG3","NRXN3","NSUN6","NUP155","OPHN1","OVCH1","PAPPA","PAPPA2","PARD3","PARD3B","PCCA","PCDH11X","PCDH9","PDE1C","PDE4D","PHKB","PHTF2","PIK3C2G","PLCB1","PLEKHA3","PLXDC2","PPFIA2","PRDM5","PRKD1","PRKG1","PSME4","PTPRD","PTPRG","PTPRK","PTPRM","PXDNL","R3HDM1","RABGAP1L","RAP1GDS1","RAPGEF6","RBMS3","ROBO1","RORA","RSBN1L","RSRC1","RYR2","SCFD2","SDCCAG8","SDK1","SEMA6A","SH3GL2","SH3KBP1","SLC44A5","SLC9A9","SLCO3A1","SMYD3","SNX29","SORCS1","SOX5","SOX6","SPAG16","SPATA17","STK3","STXBP4","STXBP5L","SYT1","TAOK3","TBC1D5","THSD4","THSD7B","TIAM1","TMEM117","TMEM167A","TMTC1","TMTC2","TOM1L1","TPGS2","TPK1","TRAPPC12","TRAPPC9","TRIP12","TTN","TYR","UBQLN1","ULK4","UNC5C","UNC5D","VPS13B","VTI1A","WDFY3","WDPCP","WDR7","WDR70","WWOX","XRCC4","ZBTB20","ZFAND3","ZFPM2","ZRANB3"
"SIDM01085","SIDM01085","5.3501","0.8639","0.6229","0","3.843","0.0426","0.84","1.8278","0.0144","0.0704","3.8309","0.0566","4.1252","2.6982","2.9317","0.0976","4.3889","1.3896","4.1285","0.251","2.3391","0.1243","0.5656","3.4114","0","4.903","0.0144","0.0704","0.1243","2.1077","2.8094","2.85","1.3896","0","1.5509","0.848","0","0.111","3.4209","4.7192","2.1408","4.6843","0.0144","0.0144","0.0976","3.211","0.7485","0","0","0.0566","2.4647","2.384","0.1375","0.4222","0.0704","3.855","0.3103","0.0144","2.3363","0.3785","0.0144","0.0286","3.8748","0.111","3.5521","0","0.8319","0","4.4809","3.5583","0.5361","3.3785","0","1.3896","0.84","0","4.1667","1.157","4.3625","3.5509","2.1243","4.04","0.0426","0.0286","5.9402","3.5447","0.2265","0.0286","3.254","0","0","0","0","0","0.0286","3.5945","3.1619","1.7225","3.121","2.0356","0","4.9265","3.0233","3.7377","3.7729","3.7677","1.8115","0.0426","0.0144","0.0144","1.5945","0.0566","2.2479","0.2388","0","3.4725","5.1164","0.0286","0.0841","0.9635","0.2987","4.8792","2.5826","4.2728","4.306","0.3103","0.0566","0.926","2.6915","2.9946","4.2578","0","7.6003","5.732","0","4.3785","4.1252","2.2327","3.1194","1","0","3.2001","1.2449","0","0.4114","0.0144","1.4383","0.3103","0.3219","0.263","0.2265","0.0841","1.1375","4.4094","2.5632","4.1194","2.0942","0","0.0704","0.1635","5.0121","1.4489","3.6229","0","0","0.0566","3.6076","4.6404","4.8555","0","3.2357","1.6736","1.7698","0","0.0286","3.0942","0.0144","5.3402","0.0144","2.2839","4.6235","5.9444","0","4.4944","4.3313","4.3413","2.4249","0.0144","4.0479","0.3561","3.3716","3.9542","0","2.9146","2.7824","2.9873","4.3785","4.645","2.5632","2.06","0.111","3.6611","4.9288","1.7991","0","0.0144","0.3103","4.4323","0.4854","2.9298","1.3334","0.4005","1.9635","4.6404","3.9644","2.4222","0","4.9791","1.9184","4.7661","0.585","3.5248","5.3885","6.1083","2.8718","4.7377","3.1795","6.0121","0.0704","0.0286","5.2273","3.3406","0","0","2.9203","3.2898","3.8866","1.4005","2.0321","4.106","3.1375","2.8639","0","5.5777","0.263","1.516"
"SIDM01086","SIDM01086","4.6645","0","0","0.0426","0","0.0426","0.1506","3.157","1.4222","0.0976","1.0635","0","0","1.0286","2.4195","0.669","4.3082","1.6781","2.06","0","0.9561","0","0.1635","0","0","5.1301","0","0.0144","0","4.3205","3.4343","2.6276","1.5311","0","1.6554","0","0.2265","0","3.905","0","0","4.7109","0","0","0.0144","0.6415","0","0","0","0","3.1651","0.0976","0.3448","0","0","0.0841","0.0566","0","0.0144","3.332","1.3391","0","3.1424","3.7312","3.8012","0","0","0","5.005","3.2943","0","2.7991","0","1.7655","0","0","2.3533","0.0566","0.0286","3.6645","0.0566","4.0909","0","0","4.3868","2.7398","0.0976","0","0","0.0286","0","0.0286","0","0","0.0426","5.4722","5.2623","1.7908","0","2.1375","0","5.2227","4.2645","0.0704","4.2157","4.2653","0.4542","0.0144","0.1635","0","1.6599","0.0976","0","0.4957","0","1.9782","4.5185","0","0","0","0.0144","5.1767","1.269","3.2494","2.98","0.4222","0.3448","0.5059","1.384","2.9486","0.2987","0","7.4378","0.0841","0","5.1918","0.3785","0","3.0618","0.0841","0.0841","4.054","0","0","2.1985","4.5392","0.111","1.3505","0","0.0426","0","1.3951","0","0.546","2.7655","3.991","0.5945","0","0.0144","0","3.7409","0.2141","1.8074","0","0.3334","0","1.0496","4.774","3.225","0","4.9458","1.8074","0.1635","0","0","0","0.2265","3.8817","0","0.1635","0.9107","0","0","4.3234","2.9203","4.2698","3.2645","0.3561","0","0.111","4.4026","4.7208","0.0976","3.079","3.1489","0","0.0286","0","5.6786","0","0.9184","0.1375","3.5223","1.5008","0.0144","0.1375","0","0.0566","0.0566","3.8043","1.0772","1.111","3.8084","5.3082","5.7592","0.2987","0","1.9222","2.4249","4.8718","0.0144","0.2987","0","5.7568","1.2079","3.3576","3.0875","5.0281","0.0704","0","5.7304","1.6229","0","0.0144","4.3111","3.1843","2.1795","2.3978","2.4931","3.6299","3.4046","4.4429","0.251","4.1946","0","2.6758"
"SIDM01087","SIDM01087","4.5789","0","0.2265","0.5945","3.5223","0.0286","0.9411","4.6259","3.2234","0.189","3.5753","4.0374","0.0426","2.3702","2.6369","1.3674","0.2141","3.6323","3.6736","0.0286","2.0942","3.6758","1.1243","1.1763","0.1243","2.9579","4.0505","5.8731","0.1243","1.1699","3.1276","2.3334","1.8758","0.3334","2.8176","0","0.0426","0.0144","4.1977","2.6159","1.1953","4.8176","0","0.0144","0.111","0.0286","0","0.1635","0","0.8953","2.254","3.6882","0.6599","0.0144","6.0235","4.2388","2.5033","0.0144","0","4.1827","0.189","5.3165","5.2456","0.7655","3.7613","0.0286","0","0.2141","5.3799","3.7181","0.1506","3.1359","2.6848","2.852","0.1763","0.1635","2.8738","2.8053","3.5361","3.0925","0.0976","5.6465","0","0.1243","4.0286","3.079","0","0.0841","3.157","0.0144","0","1.0909","0","0.0144","0.1506","5.5398","3.5717","2.2987","0.0144","2.269","1.2449","4.2653","3.1953","3.3462","3.729","5.6834","1.8197","1.2987","0","0","2.0215","1.8319","0.9107","1.0215","0","3.669","3.4222","0.0144","0.1375","0.0144","2.4751","5.3151","0.4854","6.842","3.4423","1.0215","0.4542","1.406","3.9828","2.6088","2.8953","0","7.7437","1.4647","0.0841","2.7247","2.9598","4.6519","2.85","0.7312","3.6064","4.8817","2.9672","0.0144","0.7312","1.0566","2.0807","0.0144","0","0.0704","0.0144","0.1243","0.0144","0.111","3.7772","4.1177","2.3646","0","1.1243","1.6041","4.9198","1.7866","3.6915","0","0.1243","4.3957","2.7549","5.2137","3.7388","0","4.1546","3.7115","0.2869","0.546","3.0144","3.0179","0.0426","5.1453","1.7049","5.4439","5.517","5.694","1.1506","4.7274","3.4738","5.0108","2.5484","2.5945","5.7808","1","3.5692","5.0622","0.2265","4.5223","3.8748","1.2141","0.6599","0.0144","6.157","0.0704","2.3978","3.4529","5.225","2.774","0.1243","0.251","0.111","4.8841","1.1506","3.9514","2.3618","0.0286","2.3702","4.9551","5.0224","5.1289","2.0321","2.1506","2.6253","6.4331","1.8359","1.7004","4.8485","6.5554","1.3045","5.6645","3.5097","6.4997","0.189","0.3334","5.9554","2.7845","0.0144","0.0566","3.3785","3.6496","4.0644","3.0161","2.3896","4.4476","3.0566","3.7279","1.384","5.7131","0.7137","2.8094"
"SIDM01088","SIDM01088","5.3455","0.4751","0.0144","0.1375","4.1301","0","0.4436","1.0566","0.2388","1.0144","3.4222","1.6599","0.251","0.585","3.0036","0.0286","1.9523","2.3702","2.5008","0.0144","1.844","0.189","0.3785","2.9355","0.0144","4.4005","0","0.0976","0.0841","4.1342","2.275","2.6064","1.4594","0.546","0.0144","0","0.0144","0","3.1144","5.7043","0.3103","3.6588","0","0.0144","3.8032","0.0144","0","0.0144","0.0144","0.0144","1.7093","2.1342","0.5361","0","1.0704","4.6421","1.6554","0","0.0144","0.8718","0.9782","0.2265","4.1731","0.546","3.6679","0.2265","0.0841","0.0704","4.3834","3.6124","3.3604","2.9146","0.0144","2.2449","0.3896","0.0426","2.2869","2.5484","0.4854","3.7344","0.3334","5.1811","0","0.0566","5.3565","3.3561","0.111","1.9855","3.8846","2.4276","0","0.0841","0","0","0","4.8919","0.9107","1.9146","0.0286","1.157","0.0144","4.9274","4.0841","3.025","4.1383","5.1611","5.5747","0.0426","0","0","2.1603","0.4957","3.4396","0.1375","0","3.5814","4.8812","0.0976","0.0144","0","0.1243","4.2847","0.9107","3.6299","2.6576","0.4436","3.9288","1.1309","2.8738","2.4383","0.7398","0","7.573","0.9336","0","4.6775","5.2441","3.6565","2.6392","0.516","1.111","4.0592","1.0772","0.1763","0.1243","0.0286","1.8115","0","0.0144","0.0286","0.0704","0.5753","0","2.1827","2.5969","4.1851","1.5898","0","0.0144","0","2.9709","1.5607","3.7485","0","0.0144","0.0841","1.774","5.6218","5.3757","0.0566","3.0303","1.8237","5.1643","0","3.2311","1.8074","0.0144","4.6508","0.251","1.7949","2.5185","4.1771","0","4.7087","2.9222","4.903","2.6299","0.5558","5.546","1.0426","3.6826","4.9561","0.1763","3.2032","3.4502","1.1763","1.0635","0.1763","3.5838","0.1506","0.757","0.5361","3.7835","1.4114","0.0286","0.0841","0.433","0.0704","0.6135","5.3406","2.1144","0.0286","0.3674","5.6727","4.1675","4.8063","1.263","1.4542","2.7845","5.3151","0.1243","3.0738","5.7618","6.0577","0.8953","4.1514","3.3176","5.8174","0.111","0.1506","6.0277","2.0704","0.0286","0","3.8176","3.257","4.257","2.2079","2.189","3.6792","3.6904","3.6531","0","5.06","0.3561","1.9222"
"SIDM01089","SIDM01089","5.7377","0.0144","0","4.1243","0.0286","0","0.0426","0.0144","0.926","0.4854","0.3896","2.9467","0.0144","1.516","2.6159","0","1.5705","2.1408","2.1953","0","1.0635","0","0.4751","0.0144","0.0841","5.4239","0.0144","0.0566","0.0976","5.9584","3.1375","3.2898","2.1859","0","2.3646","0.0841","0.0144","0","4","0.0566","0","4.2219","0","0","0.0144","0.0286","0","0","0.0144","0","2.9653","0.0704","4.6485","0.0144","0.0704","0.0704","0.251","0","0.0144","0","0.111","0.0144","3.8659","6.0824","3.8022","0","0","0.111","4.9059","2.9392","0.1635","1.7527","0.0286","1.0496","0","0.0144","1.3951","1.1506","1.7527","3.3923","0.2388","4.1268","0","0.0144","2.9298","2.275","0.0704","0.0566","0.251","0.2987","0","0.0144","0","0","0.1243","3.6542","0.5656","0.0286","0","1.7866","0","5.4979","4.1659","0.0286","4.3052","3.9011","0.0566","0","0.1635","0","2.4515","0.0144","0.3334","0.189","0","4.6803","5.6424","0.0144","6.9172","0","0","5.2743","0","4.4416","0.0144","0.0144","0.0566","1.7655","2.6276","2.8094","0.757","0","7.1498","0.0426","0","3.774","0.1635","0.0426","1.8156","0.3448","0.1243","3.3363","0.2265","0.8156","1.281","0","0.1635","0","0","0.0286","0","0.275","0","0.0286","3.516","4.4938","0.0286","0","0.0144","0","0.4114","0.0144","0.0286","0.0144","0.0144","0.0566","2.8115","4.756","4.5981","0","0","1.9146","0.0144","0","0","0","0","5.384","0.0976","0.0426","0.0426","0.0144","0.0144","5.4326","6.5412","5.5531","3.4957","0.856","0.4222","0.1506","4.5999","5.0921","0","3.3923","2.4542","0.0144","1.1243","0.0144","6.3747","0.2388","0.111","3.9505","3.3604","2.6982","0","0","0","2.7181","0.0566","2.6713","3.2494","0.0286","0.0144","5.847","4.4561","0.0426","0","0.9184","0.6229","4.9373","0.1506","1.3951","0.2016","6.5859","2.2479","4.6915","2.384","5.4611","0.3674","0.0426","6.3058","2.3016","0","0","2.6893","4.2449","0.0144","2.546","2.757","3.7203","4.2795","4.4289","0.1243","4.2487","0","2.5509"
"SIDM01090","SIDM01090","4.6017","0","0","0","3.9001","0","0.2388","3.7015","1.9855","0.111","3.06","0.0286","0.0144","1.541","2.2203","0","3.8268","2.2048","3.0841","0","3.0772","0","0.7225","1.0356","0.1243","4.2876","0","0.1375","0.2869","0.111","2.6531","1.1953","1.9411","0","2.98","0","0.2016","0","5.7517","0","0","3.497","0.1506","0.0144","0","0","0.0144","0","0","6.4828","3.6311","3","0.4647","0.0426","0","4.4403","2.6064","0","0","0.0144","0","0","3.9551","0","3.5583","0","0","0","5.4466","2.9946","0","2.5185","0","1.9598","0","0.0566","2.4594","3.7698","0","3.861","0.111","4.366","0","0","3.5729","3.8319","0","4.1457","3.6938","0.0426","0","0.0144","0","0","0.1375","5.1747","5.4094","0.84","0","3.1715","0.0426","2.9764","3.847","0","4.0942","4.4243","2.9088","0.0426","0.1375","0","2.0391","0.0841","2.568","0","0","3.3001","4.5304","0","0.0286","0","0","4.2772","0.9928","4.0435","2.5558","0.856","0.0841","1.263","2.5558","2.9616","6.0195","0","6.556","2.7485","0","4.7729","0.0841","0.0144","3.3434","0.5558","6.9193","3.9579","0","0.0286","0","0","1.7655","0","0","0","0","0.251","0","0","3.7137","4.541","1.7355","0","0.0841","2.5922","5.6398","1.5705","2.1731","0","0.0144","0","3.6462","3.8063","3.1619","0","0","3.7991","0","0","3.7049","0","0","4.842","0","3.1985","3.7887","0.2869","0.0144","4.2196","3.1906","4.6485","2.8914","0","2.7506","1.9222","3.8125","3.6882","0.4647","2.7634","3.1489","0.0426","0.669","0","4.2935","0","0.0566","3.3045","4.3964","1.5509","0","0","0.189","3.9672","0.9486","4.189","1.7485","0.0704","0.0144","3.5497","4.4548","0.9561","0","0.0566","2.6713","5.3103","0.0144","0.848","5.4476","6.2294","1.4542","5.1615","3.4867","6.627","4.0347","0","6.6308","1.9523","0","0","4.106","4.5065","3.7159","1.6645","2.5607","4.3074","2.8053","3.6088","0.9486","5.9352","0.2265","1.8992"
"SIDM01092","SIDM01092","4.7824","0","0.0144","0.0426","4.3277","0.1375","1.5059","1.3045","2.0738","0.251","2.8895","4.8288","2.7268","2.0875","3.5838","0.0704","4.6041","1.8115","3.6064","0","2.251","0","3.5607","1.903","2.1603","6.3014","0.0426","0.0286","0","4.607","3.4515","1.8319","1.8032","0.0566","2.3448","0","0.0144","0.0566","3.7918","0.546","0.8156","4.354","0.0566","3.4168","0.189","0.0286","0","0.263","0.0426","0.84","2.2449","0.1506","0.1506","2.269","0","0.0704","3.1473","0.0976","0","1.6182","0.1506","0.251","4.3785","5.934","3.5373","0","0.0286","0.4957","3.7897","3.7698","0.0286","3.3462","0.0144","3.4699","0.0566","1.1309","1.5753","1.848","3.5261","2.3785","0.3785","4.7698","0.0144","2.6064","3.9542","2.1859","1.848","0","5.0418","2.2016","0.0144","0.0144","0","0.0566","0.3785","3.903","3.5644","1.6599","0","2.9891","0","4.8846","3.0161","1.1953","3.5922","4.6194","3.5729","0.0566","0.0976","0.0841","1.4383","0.1506","3.9165","0.2987","0","0.1635","4.4162","0.0566","3.7666","0","0.0144","4.8953","0.4436","4.582","2.9745","0.1243","0.3896","2.5705","4.4666","2.8895","5.4423","0","7.7692","0.0704","0.0426","0.0144","0.0286","0.4751","1.9598","2.9616","0.2141","3.7814","2.4621","0.3896","0.433","0.0144","0.6599","0.1506","0.0426","0","0.0144","0.0286","0.0144","0.5656","3.2795","4.5379","0.0286","0.1763","0.0426","0.0144","5.3816","0.0566","3.359","0","1.2869","2.1763","0.8156","4.3441","4.3709","0","2.275","3.121","0.757","0","0.1243","0.0704","0.0144","5.3512","0.0976","5.4535","1.9336","1.2327","0.1763","5.4148","5.0108","2.3016","2.903","0.2987","5.6247","2.26","3.5656","5.033","0.0144","3.7236","3.8992","0.0704","2.84","0","6.7493","0.0841","2.254","1.7398","3.5021","4.4777","0.546","0.8156","0.1506","3.6982","0.0704","4.254","2.9355","0.1375","0.0144","6.4141","5.4114","0.0286","2.2839","0.433","1.7908","5.9768","4.8679","2.0909","3.9809","5.5883","1.4489","5.488","3.4647","6.5761","0.5945","0","5.1755","1.373","0.5261","0.0144","3.189","4.3583","2.4087","2.546","2.6439","4.1243","3.0618","3.6724","1.5361","5.8525","0","2.4777"
"SIDM01093","SIDM01093","5.488","0","0.0286","0.0144","4.359","0","0.7824","0.4222","0.0286","0.1763","2.3978","0.9184","0.0286","2.269","3.5509","0.4854","0.8875","3.3103","3.1094","0.2141","2.0496","0.5753","0.516","0.4222","0.0286","4.9579","0","6.0067","0.2016","5.2437","3.2357","3.4944","1.5898","0.0566","3.3978","0","0","0","5.3132","6.1268","1.157","5.1675","0","0","0","0","0","0.0286","0.2016","0.0144","0","1.4594","1.157","0.0704","0.3103","4.9709","3.0704","0","0","4.3519","0.0841","0.0286","5.1867","0.2141","5.2832","0","0.0286","0.0704","5.6047","4.0875","0","3.8053","0","4.3688","0.0144","0.0286","2.85","0.4222","1.433","4.2411","1.3045","6.3689","0","0.0426","4.0054","3.8904","0.0144","0","3.3406","0.0976","0","2.5261","0","0","0.0144","5.0391","0.251","2.0179","0.1506","3.0566","0.0144","5.5931","2.7527","0.9336","4.3813","6.0641","0.7049","0.3448","0.0144","0","2.5435","0.5656","1.1827","0.1375","0","4.4555","4.0514","0.0144","0","0","0.0704","4.6106","0.4114","4.6456","2.4033","1.0909","2.7027","1.6135","3.9383","3.2765","2.0391","0","7.4615","1.3785","0","4.5478","2.1408","5.1918","3.1342","0.5945","0.903","4.033","2.025","0","0.7312","2.9598","1.86","0.0144","0.0144","0","0","0.1243","0","0.0704","2.9317","6.0334","2.5945","0.0286","1.1953","0","4.5261","1.281","3.0215","0","0","0","4.991","5.953","5.1043","0","0.0426","4.3052","1.4114","0","0","3.0531","0.111","4.7279","0.0144","1.4222","5.1247","1.2016","0.0144","5.903","4.1803","5.0807","3.1699","3.4841","5.3995","0.7137","4.5478","4.9397","0","2.943","3.9588","0.0144","0.7312","0.9184","5.2924","0","0.669","4.5632","3.7355","3.7236","0.0704","0","0.4114","4.4229","1.6135","4.673","2.7761","0.0426","0.4436","5.1152","5.3533","2.3785","0.0286","0.3448","2.2048","6.3493","2.8679","2.067","4.7544","7.8003","1.7613","5.1683","3.7398","0.2016","0.1506","0","6.8935","2.272","0","0","3.4515","4.2133","4.373","2.6508","2.6346","6.4184","3.5826","3.0755","0.6508","6.0721","0","3.0892"
"SIDM01095","SIDM01095","5.5308","0.0286","5.3216","0.0426","4.9331","0.111","5.7104","5.7369","6.3916","0.8319","3.3147","5.3865","5.1922","5.3338","4.375","0.669","6.0157","2.9486","4.2668","2.3923","2.7027","0.2016","0.9855","0","0.0976","4.4463","0.0976","5.1538","0.4854","5.5677","3.0976","3.9846","2.9745","0.9107","3.3391","0","4.0135","0.2987","5.1436","2.943","0.3674","4.6112","1.7268","0.0144","0","0","0.0976","0.8953","0.2987","0","4.0374","3.0108","3.5534","1.8115","0.0286","5.1268","2.6848","0.1763","0.0426","3.1506","0.9184","6.1418","4.8063","5.1534","3.6769","0.0841","0.7655","2.9764","5.2865","2.4751","3.5729","3.2032","5.3473","2.8718","0.251","5.2702","5.3572","3.1651","0.0286","4.1739","3.2987","6.116","2.5311","3.025","3.7908","4.1898","0.7655","4.4289","4.8545","0","0.5558","0.1243","0","0.0426","0.4542","4.4522","1.5361","1.84","0.0841","1.7312","0.0286","5.4022","4.7692","3.5969","3.7137","4.7803","0.1375","0.9855","0.263","0","1.9561","0.263","5.6996","4.5472","3.1309","0.0704","4.4489","2.6982","0.1243","3.9828","0.0704","4.7866","0.2388","4.3241","4.2149","1.6462","0.1763","1.7991","4.5472","2.9579","1.6915","1.4906","6.9638","3.4983","0.7225","1.1827","4.8625","4.5279","3.0976","0.7824","0.3448","6.0877","3.4141","0","0.0144","0.1243","0.6041","6.6992","0","0","4.2126","0.8156","0","0.6871","3.466","5.2153","2.7506","0.5753","2.991","0.0566","5.8248","2.4222","3.9828","0.1763","1.5898","0","4.6599","5.1506","4.784","0.1635","3.3951","3.8934","3.1811","2.5211","4.5091","4.3923","2.2265","5.5132","5.897","4.5122","4.7793","4.0135","0.3103","5.8963","3.6622","5.7328","3.5311","3.4489","5.8634","3.8963","4.9364","3.9392","1.856","3.7803","3.4738","3.8924","5.8342","0.0566","6.8454","0.5753","1.144","3.3176","3.8176","1.9523","6.7971","2.9982","2.4673","3.9021","0.1763","4.2957","2.9355","1.0215","3.6792","3.8679","4.742","5.2776","1.1506","2.359","3.3827","6.1701","6.5506","3.86","3.7301","6.133","1.5008","5.7965","2.6982","6.4912","4.4627","0","7.3342","0.9107","0.0286","0","3.4476","4.3834","5.812","3.5198","2.5993","4.8763","3.4168","3.9326","2.1342","7.2304","0.2388","3.251"
"SIDM01096","SIDM01096","4.2227","0","0","0","3.6904","0.1506","0.3334","0.0704","0.0144","0.1243","0.0286","0.1763","1.9598","0.6871","2.4222","0","5.1583","0.774","2.3618","1.8359","1.5311","0.0426","0.111","0.0286","0","4.4423","0","0.1375","0.111","0.2141","2.441","2.3334","0.0704","0","0","0","0","0","4.6147","1.5008","0.0976","4.3427","0","0.516","0.0144","0","0","0.0976","0","0","2.6758","0.2141","0.2987","1.189","0.0286","2.3045","2.2016","0","0","0.0566","0","0.0841","4.0277","0.1375","2.111","0","0","0","5.3716","3.3291","0","2.4673","0.0286","0.1243","0","0.0566","3.8379","0.0286","0.4957","3.7751","1.774","3.8084","0","0","7.0657","2.7929","0.0286","0.0144","4.375","0.0144","0","0","0","0","0.0704","4.278","0.546","0.0566","0.0144","2.0531","0.0704","4.2001","4.1169","3.3147","3.2126","4.2713","0.5753","0.0144","0.0144","0","1.0286","1.5059","0.0286","0.2869","0","2.272","5.1379","0","1.8319","0","0.774","4.3262","0.263","3.211","3.7592","0.3674","4.4835","1.0426","1.6323","2.4931","0.433","0","6.5174","4.8017","0","0.0426","3.2913","3.1043","0.0704","0.774","1.6229","3.3882","0.2869","0","0","0.0426","0.585","0","0.9184","0.433","0","0.0144","0","1.4594","2.0321","3.854","1.8914","0","0.0144","0","4.6328","1.1243","6.585","0","0.0144","0.0704","2.926","4.5928","2.9222","0","2.5945","2.2203","0","0.0144","2.4005","0","0","5.1135","0","0.0286","4.5589","1","0","4.2555","4.1001","4.0286","2.101","0.0426","0.1635","0.111","3.4621","4.0531","0","2.6299","2.9486","0.0144","0.7137","0","5.0166","1.384","0.0144","0.189","4.4673","1.0286","0.0704","0.0566","0.2388","0.0976","0.4005","3.384","1.6323","0.0704","2.2172","3.3045","3.0566","1.5993","0","0","2.926","4.8349","0.0286","3.8298","5.0579","4.4957","1.3448","4.7708","3.8924","5.5957","0.1243","0.0566","4.8714","1.9411","0.0704","0","3.0942","3.1522","2.7442","1.1953","1.2388","3.7485","1.9819","2.7268","0.1635","4.3597","0.0144","1.8197"
"SIDM01097","SIDM01097","5.0925","0.6871","0","0.0704","4.2884","1.6462","1.5898","4.4436","5.2315","1.2141","1.9411","2.1538","0.0144","2.433","3.8679","0.6599","4.6029","2.5583","2.7247","0.9561","3.0824","0.3219","3.4712","6.7003","0.2016","5.3384","4.7027","1.9561","0.1635","5.2494","3.5447","2.1763","2.1538","0.7398","3.905","0.8639","3.0018","2.9561","5.9307","0.0426","0.0144","4.4725","1.7485","0.0426","0.251","0.5261","0","4.8987","0.2987","0.757","2.8237","3.101","6.6368","5.1309","1.2141","4.3241","3.797","2.7463","0.1635","3.251","3.0426","6.9105","4.9759","0.111","3.5033","0.0841","2.319","3.3632","5.7214","3.1651","1.7268","3.8217","1.275","2.272","2.7506","1.852","1.7442","3.7845","0.111","4.5656","3.2943","4.4757","0.1506","1.6182","4.7153","2.6159","0.0144","4.3681","4.853","0.0286","2.3868","4.5686","0.1763","0.0144","0.0841","4.5361","1.6323","0.1635","0.111","1.6041","0.0144","4.2149","4.7388","0.0976","4.332","4.1699","2.1243","0.0144","1.3391","0","1.585","2.8895","5.5258","0.2016","0.0144","2.6485","5.4383","3.4751","3.211","0","1.9449","5.0682","2.541","4.4053","4.7093","1.144","2.2388","1.5801","4.3067","2.9298","4.435","0.0566","7.2144","1.9709","0.6508","4.047","2.3646","4.5928","4.0583","0.9635","1.8836","5.6171","1.5898","5.5898","3.8207","0.0144","1.6088","0.0286","3.0807","0","0.5558","2.9891","0.0144","0.9486","3.7581","5.4899","1.9782","0","3.5497","0.4647","3.6358","2.8237","3.067","0.6871","2.0215","0.7824","4.5595","4.3074","4.5354","0.0286","4.9079","3.9635","3.3491","2.5922","0.0286","3.7431","1.8679","4.5027","2.9672","4.0206","5.1695","0.2388","0.1243","5.3187","4.5129","5.6221","3.4867","4.225","5.047","3.1473","4.275","3.7538","1.541","3.8001","3.6415","3.5223","2.9982","4.5166","4.7159","0.3219","2.2203","0.0144","4.189","2.3448","0.4647","0.5656","5.605","4.408","0.585","3.1938","3.1587","2.0566","6.4449","4.7436","5.4343","0.263","1.1375","3.067","2.251","5.3363","0.251","2.0909","6.3223","5.1815","1.1243","5.6645","4.6064","6.19","0.189","0","7.1174","1.3618","0.0976","1.7698","3.8237","4.1127","5.8281","2.8797","2.26","4.7918","5.2032","2.4436","2.6736","5.988","2.5874","2.6253"
